year,period,company_name,company_code,company_type,company_status,salary_debt_changes,salary_debt_mark,salary_average_changes,salary_average_mark,financial_outturn_sales_percent,financial_outturn_sales_mark,financial_outturn_profit_percent,financial_outturn_profit_mark,financial_outturn_revenue_to_budget_percent,financial_outturn_revenue_to_budget_mark,financial_outturn_revenue_to_state_shareholder_percent,financial_outturn_revenue_to_state_shareholder_mark,financial_outturn_capital_investments_percent,financial_outturn_capital_investments_mark,profit_changes,profit_mark,covering_coefficient_end,covering_coefficient_mark,firmness_coefficient_end,firmness_coefficient_mark,solvency_coefficient_end,solvency_coefficient_mark,amortization_end,amortization_mark,audition_result,audition_mark,total_mark,final_assessment
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРШАХТГІДРОЗАХИСТ""",32442405,ДП,працює; перебуває у процедурі реорганізації,100.0,0.0,111.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.4,0.0,0.01,0.0,-0.82,0.0,-2.12,0.0,47.55,1.0,,0.0,2.0,неефективна
2019,9,"Державне підприємство ""38 відділ інженерно-технічних частин""",33127487,ДП,працює,0.0,2.0,126.4,1.0,143.1,1.0,119.4,1.0,108.3,1.0,0.0,0.0,300.0,1.0,214.4,5.0,1.36,1.0,0.35,0.0,0.07,0.0,70.49,0.0,,0.0,13.0,ефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СЕЛИДІВВУГІЛЛЯ""",33426253,ДП,працює; перебуває у процедурі реорганізації,106.9,0.0,110.8,1.0,26.3,0.0,110.7,1.0,0.0,0.0,0.0,0.0,26.0,0.0,122.9,0.0,0.18,0.0,-0.66,0.0,-1.36,0.0,64.52,1.0,,0.0,3.0,неефективна
2019,9,"Державне підприємство ""Торецьквугілля""",33839013,ДП,працює; перебуває у процедурі реорганізації,100.0,0.0,130.3,1.0,83.3,0.0,133.3,1.0,0.0,0.0,0.0,0.0,139.4,1.0,127.7,0.0,0.09,0.0,-0.83,0.0,-4.63,0.0,58.96,1.0,,0.0,4.0,неефективна
2019,9,Львівсько-Волинський воєнізований гірничорятувальний (аварійно-рятувальний) загін,33839804,ДП,працює,0.0,2.0,106.6,1.0,77.7,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3,5.0,91.87,1.0,26.13,1.0,0.21,0.0,78.1,0.0,,0.0,11.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ШАХТОУПРАВЛІННЯ ""ПІВДЕННОДОНБАСЬКЕ №1""",34032208,ДП,працює; перебуває у процедурі реорганізації,0.0,2.0,120.1,1.0,130.4,1.0,381.7,1.0,0.0,0.0,0.0,0.0,89.0,0.0,27678.5,0.0,0.21,0.0,-0.54,0.0,-1.01,0.0,67.33,1.0,,0.0,6.0,неефективна
2019,9,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ШАХТА ІМ.Д.С.КОРОТЧЕНКА""",35527931,ДП,працює; перебуває у процедурі у ліквідації за рішенням органу влади,0.0,2.0,122.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.3,0.0,0.02,0.0,-0.93,0.0,-13.44,0.0,27.6,1.0,,0.0,4.0,неефективна
2019,9,"ДЕРЖАВНИЙ КОНЦЕРН ""УКРТОРФ""",35633030,ДП,працює,0.0,2.0,119.8,1.0,0.0,0.0,125.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,105.3,5.0,2.12,1.0,0.13,0.0,0.11,0.0,93.0,0.0,,0.0,11.0,задовільна
2019,9,"Державне підприємство ""Передпускова дирекція шахти №10 ""Нововолинська""",35671961,ДП,працює; перебуває у процедурі реорганізації,71.4,1.0,107.8,1.0,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,120.9,0.0,0.43,0.0,-0.59,0.0,-1.37,0.0,77.91,0.0,,0.0,2.0,неефективна
2019,9,"Державний концерн ""Ядерне паливо""",36282830,ДП,працює,0.0,2.0,111.9,1.0,0.0,0.0,112.4,1.0,104.0,1.0,0.0,0.0,0.0,0.0,308.1,5.0,1.37,1.0,63.99,1.0,0.98,1.0,40.73,1.0,,0.0,14.0,ефективна
